batter,date,venue,bowling_team,recent_form,venue_performance,opponent_performance,overall_average,future_runs
BB McCullum,2017-04-23,Saurashtra Cricket Association Stadium,Kings XI Punjab,44.8,28.0,21.307692307692307,26.440366972477065,3.0
CR Woakes,2017-04-23,Eden Gardens,Royal Challengers Bangalore,6.5,6.25,18.0,6.5,6.0
YS Chahal,2017-04-23,Eden Gardens,Kolkata Knight Riders,1.2,0.0,1.0,2.176470588235294,1.0
NM Coulter-Nile,2017-04-23,Eden Gardens,Royal Challengers Bangalore,4.0,5.0,3.0,5.125,6.0
GJ Maxwell,2017-04-23,Saurashtra Cricket Association Stadium,Gujarat Lions,21.2,15.5,13.25,21.65625,0.0
HH Pandya,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,13.4,17.071428571428573,18.0,19.796875,4.0
BA Stokes,2017-04-24,Wankhede Stadium,Mumbai Indians,11.2,17.0,37.0,21.74418604651163,103.0
SPD Smith,2017-04-24,Wankhede Stadium,Mumbai Indians,28.0,18.4,31.4,26.827956989247312,51.0
Washington Sundar,2017-04-24,Wankhede Stadium,Mumbai Indians,9.947368421052632,4.5,6.125,9.947368421052632,1.0
AM Rahane,2017-04-24,Wankhede Stadium,Mumbai Indians,16.0,36.75,28.48,27.146198830409357,46.0
Harbhajan Singh,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,3.2,11.67741935483871,7.0,9.465909090909092,0.0
JC Buttler,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,30.0,32.333333333333336,27.5,33.801886792452834,10.0
PA Patel,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,16.2,22.52173913043478,27.0,20.941176470588236,70.0
RG Sharma,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,21.4,28.883333333333333,21.5,26.41434262948207,5.0
KA Pollard,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,31.0,22.38888888888889,12.5,20.458333333333332,25.0
RA Tripathi,2017-04-24,Wankhede Stadium,Mumbai Indians,35.6,15.333333333333334,22.7,24.043010752688172,38.0
MK Tiwary,2017-04-24,Wankhede Stadium,Mumbai Indians,27.4,24.285714285714285,28.0,20.42168674698795,1.0
N Rana,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,27.4,28.333333333333332,18.5,26.099009900990097,19.0
KV Sharma,2017-04-24,Wankhede Stadium,Rising Pune Supergiant,12.4,9.0,5.333333333333333,9.0,9.0
MS Dhoni,2017-04-24,Wankhede Stadium,Mumbai Indians,22.4,17.857142857142858,21.333333333333332,22.99561403508772,23.0
DT Christian,2017-04-24,Wankhede Stadium,Mumbai Indians,6.4,10.333333333333334,11.222222222222221,11.21951219512195,16.0
RA Tripathi,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,41.2,26.142857142857142,30.153846153846153,24.043010752688172,37.0
G Gambhir,2017-04-26,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,27.6,28.0,43.0,27.927152317880793,71.0
MK Tiwary,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,19.6,19.4,13.833333333333334,20.42168674698795,44.0
MS Dhoni,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,24.8,26.3125,19.857142857142858,22.99561403508772,21.0
SPD Smith,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,33.0,36.07692307692308,22.25,26.827956989247312,45.0
SP Narine,2017-04-26,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,19.8,16.0,8.0,14.471698113207546,4.0
AM Rahane,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,23.2,28.857142857142858,25.681818181818183,27.146198830409357,6.0
RV Uthappa,2017-04-26,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,48.4,30.5,87.0,25.14720812182741,59.0
DT Christian,2017-04-26,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,8.8,16.5,12.0,11.21951219512195,17.0
P Negi,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,13.4,16.2,17.5,10.428571428571429,3.0
Mandeep Singh,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,7.4,24.2,8.0,17.587628865979383,17.0
RA Jadeja,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,14.4,9.285714285714286,12.652173913043478,16.43888888888889,28.0
KM Jadhav,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,21.0,18.636363636363637,34.5,14.91358024691358,7.0
CH Gayle,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,24.0,36.523809523809526,25.0,35.43971631205674,0.0
YS Chahal,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,1.2,1.6,1.0,2.176470588235294,4.0
SK Raina,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,40.2,17.333333333333332,24.20689655172414,27.68,1.0
A Choudhary,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,8.333333333333334,9.5,15.0,8.333333333333334,4.0
V Kohli,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,32.8,32.310344827586206,56.6,32.84426229508197,55.0
AJ Finch,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,33.6,28.166666666666668,21.818181818181817,23.244444444444444,1.0
BB McCullum,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,35.6,34.857142857142854,37.93333333333333,26.440366972477065,7.0
S Badree,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,2.6,3.6666666666666665,3.0,2.6,2.0
TM Head,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,15.4,27.0,15.0,30.88,2.0
S Aravind,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,4.0,8.25,9.0,5.9,8.0
AB de Villiers,2017-04-27,M Chinnaswamy Stadium,Gujarat Lions,30.0,30.456521739130434,58.25,30.476470588235294,3.0
Ishan Kishan,2017-04-27,M Chinnaswamy Stadium,Royal Challengers Bangalore,14.4,16.0,26.25,26.707070707070706,48.0
Anureet Singh,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,6.6,15.0,7.5,4.5,3.0
CJ Anderson,2017-04-28,Eden Gardens,Kolkata Knight Riders,9.4,28.5,19.25,18.551724137931036,18.0
Yuvraj Singh,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,9.8,28.5,25.7,21.857142857142858,6.0
GJ Maxwell,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,16.2,21.75,22.6,21.65625,6.0
SP Narine,2017-04-28,Eden Gardens,Delhi Daredevils,19.4,15.409090909090908,7.2,14.471698113207546,1.0
S Dhawan,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,43.0,51.0,30.541666666666668,30.6289592760181,29.0
MK Pandey,2017-04-28,Eden Gardens,Delhi Daredevils,31.8,21.107142857142858,30.181818181818183,24.424050632911392,39.0
DA Warner,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,38.8,51.5,47.68421052631579,35.69021739130435,126.0
M Vohra,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,26.2,22.0,25.375,21.235294117647058,25.0
SP Jackson,2017-04-28,Eden Gardens,Delhi Daredevils,7.625,11.0,12.0,7.625,16.0
MJ Guptill,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,20.846153846153847,21.75,12.5,20.846153846153847,50.0
EJG Morgan,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,15.0,26.0,22.0,19.0,4.0
MM Sharma,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,7.8,1.5,4.0,4.428571428571429,6.0
SS Iyer,2017-04-28,Eden Gardens,Kolkata Knight Riders,30.2,19.4,32.857142857142854,27.464912280701753,6.0
KS Williamson,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,39.6,54.0,28.4,28.05263157894737,40.0
G Gambhir,2017-04-28,Eden Gardens,Delhi Daredevils,38.8,29.93617021276596,31.76923076923077,27.927152317880793,11.0
CH Morris,2017-04-28,Eden Gardens,Kolkata Knight Riders,26.6,6.0,6.285714285714286,12.612244897959183,2.0
KK Nair,2017-04-28,Eden Gardens,Kolkata Knight Riders,14.8,9.0,18.7,22.0,11.0
AR Patel,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,21.0,7.857142857142857,15.615384615384615,14.758928571428571,38.0
RR Pant,2017-04-28,Eden Gardens,Kolkata Knight Riders,11.8,31.666666666666668,24.4375,29.972727272727273,3.0
SV Samson,2017-04-28,Eden Gardens,Kolkata Knight Riders,33.8,28.428571428571427,26.45,27.27777777777778,5.0
SE Marsh,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,37.2,43.0,35.75,36.072463768115945,20.0
RV Uthappa,2017-04-28,Eden Gardens,Delhi Daredevils,46.6,28.975,27.952380952380953,25.14720812182741,53.0
MC Henriques,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,19.2,7.0,11.875,18.51851851851852,25.0
I Sharma,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,2.0,5.0,2.6666666666666665,2.7142857142857144,1.0
WP Saha,2017-04-28,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,6.0,20.875,24.77777777777778,20.517482517482517,21.0
Basil Thampi,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,4.571428571428571,4.333333333333333,2.5,4.571428571428571,2.0
P Negi,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,12.0,3.0,6.5,10.428571428571429,35.0
V Kohli,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,31.4,38.75,41.5,32.84426229508197,20.0
JJ Bumrah,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,1.8,0.0,0.0,2.6153846153846154,16.0
MJ McClenaghan,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,2.8,1.0,1.0,4.25,2.0
SL Malinga,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,1.6,0.0,0.0,4.4,7.0
SPD Smith,2017-04-29,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,33.4,36.07692307692308,25.428571428571427,26.827956989247312,4.0
JC Buttler,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,31.6,10.0,21.25,33.801886792452834,33.0
AM Rahane,2017-04-29,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,24.4,28.857142857142858,32.61904761904762,27.146198830409357,4.0
RA Tripathi,2017-04-29,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,42.0,26.142857142857142,27.0,24.043010752688172,6.0
AF Milne,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,3.8333333333333335,5.0,3.5,3.8333333333333335,0.0
KM Jadhav,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,20.6,5.0,12.5,14.91358024691358,28.0
S Aravind,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,5.6,8.0,7.0,5.9,4.0
TM Head,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,14.6,2.0,2.0,30.88,12.0
S Badree,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,2.6,2.0,1.0,2.6,8.0
BB McCullum,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,24.2,28.0,29.6875,26.440366972477065,45.0
PA Patel,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,29.6,70.0,34.666666666666664,20.941176470588236,0.0
MK Tiwary,2017-04-29,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,22.2,19.4,18.363636363636363,20.42168674698795,0.0
RA Jadeja,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,16.2,17.125,13.478260869565217,16.43888888888889,19.0
KH Pandya,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,26.2,29.0,17.666666666666668,15.392523364485982,2.0
STR Binny,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,10.2,6.0,9.5,13.333333333333334,10.0
Ishan Kishan,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,23.6,29.0,29.5,26.707070707070706,31.0
KD Karthik,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,22.4,24.88888888888889,16.46153846153846,20.78540772532189,29.0
AJ Finch,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,27.2,17.0,26.8,23.244444444444444,13.0
AB de Villiers,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,12.8,38.25,16.0,30.476470588235294,43.0
Sachin Baby,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,9.2,2.0,2.0,13.090909090909092,12.0
SK Raina,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,34.8,32.8,24.235294117647058,27.68,8.0
AJ Tye,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,7.0,17.666666666666668,25.0,7.0,7.0
N Rana,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,29.0,19.0,47.333333333333336,26.099009900990097,27.0
KA Pollard,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,33.8,25.0,18.5,20.458333333333332,17.0
Harbhajan Singh,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,2.6,0.0,3.6666666666666665,9.465909090909092,1.0
Ankit Soni,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,2.3333333333333335,7.0,7.0,2.3333333333333335,0.0
RG Sharma,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,21.6,5.0,20.5,26.41434262948207,56.0
YS Chahal,2017-04-29,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,1.8,4.0,2.5,2.176470588235294,4.0
MS Dhoni,2017-04-29,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,28.0,26.3125,27.06451612903226,22.99561403508772,26.0
JP Faulkner,2017-04-29,Saurashtra Cricket Association Stadium,Mumbai Indians,14.6,20.0,16.666666666666668,11.71111111111111,6.0
HH Pandya,2017-04-29,Saurashtra Cricket Association Stadium,Gujarat Lions,12.4,4.0,4.75,19.796875,14.0
SP Jackson,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,7.625,16.0,11.5,7.625,10.0
RR Pant,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,9.4,3.5,16.22222222222222,29.972727272727273,34.0
SP Narine,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,19.4,1.0,8.4375,14.471698113207546,0.0
SW Billings,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,22.6,3.0,14.0,18.62962962962963,56.0
G Gambhir,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,38.2,27.333333333333332,27.0,27.927152317880793,24.0
Mohammed Shami,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,0.8,2.0,1.0,3.217391304347826,7.0
KK Nair,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,17.0,17.0,13.0,22.0,39.0
A Mishra,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,3.4,4.0,4.5,6.927272727272728,9.0
MK Pandey,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,30.4,29.8,25.071428571428573,24.424050632911392,37.0
DA Warner,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,58.8,48.708333333333336,39.035714285714285,35.69021739130435,30.0
SV Samson,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,31.0,27.0,32.0,27.27777777777778,24.0
S Nadeem,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,1.2,0.0,1.5,1.95,2.0
YK Pathan,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,22.2,41.6,26.0,21.058823529411764,4.0
HM Amla,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,40.8,47.6,12.0,36.0625,1.0
RV Uthappa,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,56.4,27.166666666666668,27.57894736842105,25.14720812182741,0.0
CR Woakes,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,7.4,6.0,3.5,6.5,1.0
KS Williamson,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,42.2,36.0,22.636363636363637,28.05263157894737,24.0
K Rabada,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,7.357142857142857,11.0,5.5,7.357142857142857,0.0
CH Morris,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,19.4,9.5,13.285714285714286,12.612244897959183,15.0
MJ Guptill,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Delhi Daredevils,26.0,21.75,49.0,20.846153846153847,9.0
CJ Anderson,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,12.2,18.0,24.25,18.551724137931036,41.0
Yuvraj Singh,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,10.0,14.916666666666666,21.444444444444443,21.857142857142858,70.0
S Dhawan,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,44.2,29.256410256410255,29.258064516129032,30.6289592760181,28.0
SS Iyer,2017-04-30,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,27.0,6.0,27.09090909090909,27.464912280701753,33.0
C de Grandhomme,2017-04-30,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,14.428571428571429,18.0,21.833333333333332,14.428571428571429,36.0
Basil Thampi,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,5.6,2.0,2.0,4.571428571428571,3.0
HH Pandya,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,14.0,17.071428571428573,19.933333333333334,19.796875,29.0
SPD Smith,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,28.8,36.07692307692308,38.25,26.827956989247312,9.0
AM Rahane,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,19.2,28.857142857142858,19.5,27.146198830409357,11.0
V Kohli,2017-05-01,Wankhede Stadium,Mumbai Indians,29.8,40.0,26.875,32.84426229508197,6.0
AB de Villiers,2017-05-01,Wankhede Stadium,Mumbai Indians,17.6,37.875,32.958333333333336,30.476470588235294,10.0
JP Faulkner,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,14.0,16.25,6.0,11.71111111111111,1.0
DR Smith,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,2.0,31.5,23.5,27.102272727272727,9.0
JC Buttler,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,33.0,32.333333333333336,29.428571428571427,33.801886792452834,6.0
KD Karthik,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,18.6,23.333333333333332,16.0,20.78540772532189,65.0
PA Patel,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,29.6,22.52173913043478,13.125,20.941176470588236,25.0
Ishan Kishan,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,27.6,15.5,31.0,26.707070707070706,4.0
N Rana,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,23.8,28.333333333333332,23.357142857142858,26.099009900990097,9.0
TM Head,2017-05-01,Wankhede Stadium,Mumbai Indians,14.8,24.5,39.75,30.88,75.0
AJ Finch,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,26.0,11.0,23.0,23.244444444444444,27.0
AF Milne,2017-05-01,Wankhede Stadium,Mumbai Indians,3.8333333333333335,0.0,0.0,3.8333333333333335,15.0
DT Christian,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,11.8,16.5,17.0,11.21951219512195,9.0
KH Pandya,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,24.4,18.05263157894737,12.846153846153847,15.392523364485982,0.0
P Negi,2017-05-01,Wankhede Stadium,Mumbai Indians,16.4,12.666666666666666,14.285714285714286,10.428571428571429,21.0
PJ Sangwan,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,3.0,1.0,1.0,1.8571428571428572,1.0
KA Pollard,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,23.2,22.38888888888889,23.166666666666668,20.458333333333332,63.0
SR Watson,2017-05-01,Wankhede Stadium,Mumbai Indians,12.8,31.09090909090909,21.181818181818183,27.5177304964539,3.0
Ankit Soni,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,2.3333333333333335,0.0,0.0,2.3333333333333335,0.0
BA Stokes,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,31.4,36.2,64.0,21.74418604651163,14.0
BB McCullum,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,18.8,31.0,47.0,26.440366972477065,1.0
KM Jadhav,2017-05-01,Wankhede Stadium,Mumbai Indians,22.6,22.333333333333332,16.0,14.91358024691358,6.0
RA Tripathi,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,37.0,26.142857142857142,19.5,24.043010752688172,93.0
RG Sharma,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,32.8,28.883333333333333,25.580645161290324,26.41434262948207,10.0
KV Sharma,2017-05-01,Wankhede Stadium,Royal Challengers Bangalore,11.2,9.0,12.0,9.0,5.0
SK Raina,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,31.8,31.5,21.5,27.68,77.0
Mandeep Singh,2017-05-01,Wankhede Stadium,Mumbai Indians,5.2,14.6,11.083333333333334,17.587628865979383,46.0
MK Tiwary,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,16.8,19.4,15.5,20.42168674698795,8.0
RA Jadeja,2017-05-01,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,15.4,7.0,19.0,16.43888888888889,18.0
MS Dhoni,2017-05-01,Maharashtra Cricket Association Stadium,Gujarat Lions,27.6,26.3125,20.75,22.99561403508772,5.0
KS Williamson,2017-05-02,Feroz Shah Kotla,Delhi Daredevils,45.6,24.0,51.0,28.05263157894737,4.0
Yuvraj Singh,2017-05-02,Feroz Shah Kotla,Delhi Daredevils,18.8,24.22222222222222,27.0,21.857142857142858,47.0
DA Warner,2017-05-02,Feroz Shah Kotla,Delhi Daredevils,50.8,25.884615384615383,33.5,35.69021739130435,40.0
